"","State","StateFP","CountyName","GDXCountyName","CountyFP","ClassFP","FY","VetPop","TotX","CP","Cons","EduVoc","Loan","GOE","InsInd","MedCare","Uniques"
"33","AL","01","CHILTON COUNTY","CHILTON","021","H1","2007",3363.10101043301,11400.8024355934,"7503.07043724152",0,248.170301560431,0,0,79.2572884052835,3570.30440838619,702
"34","AL","01","CHOCTAW COUNTY","CHOCTAW","023","H1","2007",1053.8995678234,4112.87130533931,"2434.89559051752",0,69.2036717849799,0,0,17.9555573623912,1590.81648567442,334
"35","AL","01","CHOCTAW COUNTY","CHOCTAW","023","H1","2008",1025.86335153395,5239.31918547574,"3357.9503323466",0,62.3139490628081,0,0,9.87989112353319,1809.17501294279,329.083331964971
"36","AL","01","CHOCTAW COUNTY","CHOCTAW","023","H1","2009",997.907713575822,6240.08640356881,"3857.45823459941",0,147.508797875851,0,0,21.5794495988707,2213.53992149468,348.150453516593
"37","AL","01","CLARKE COUNTY","CLARKE","025","H1","2008",1968.35506433632,7594.99307147052,"4802.79303820731",0,156.679072312672,0,0,64.6161327256173,2570.90482822492,480.121578550717
"38","AL","01","CLARKE COUNTY","CLARKE","025","H1","2009",1933.0565181007,9485.2412714235,"5432.42819858877",0,209.360215764587,0,0,101.564191070409,3741.88866599974,487.210548455692
"39","AL","01","CLARKE COUNTY","CLARKE","025","H1","2007",2007.13394173483,6588.79143890808,"4324.48788850585",0,114.693410210156,0,0,130.82663329024,2018.78350690183,495
"40","AL","01","CLAY COUNTY","CLAY","027","H1","2007",1231.07478954168,4447.23253367659,"3059.93447066783",0,67.476923273045,0,0,86.095262319764,1233.72587741595,301
"41","AL","01","CLAY COUNTY","CLAY","027","H1","2009",1223.26583039256,5771.25347624669,"4104.70658053554",0,110.830485056741,0,0,32.4904035005551,1523.22600715386,274.118460527432
"42","AL","01","CLAY COUNTY","CLAY","027","H1","2008",1230.18843549531,4935.21197575809,"3359.88726816955",0,74.5007113453589,0,0,25.022850628276,1475.80114561491,260.065855048305
"43","AL","01","CLEBURNE COUNTY","CLEBURNE","029","H1","2009",1187.78592416383,4236.80418367251,"2582.3244431696",0,191.115235317095,0,0,23.9258710257853,1439.43863416003,246.106355072074
"44","AL","01","CLEBURNE COUNTY","CLEBURNE","029","H1","2007",1172.31735862785,3283.36939674623,"1974.92903690859",0,67.5988939355529,0,0,14.5900780260994,1226.25138787599,224
"45","AL","01","CLEBURNE COUNTY","CLEBURNE","029","H1","2008",1178.03366261264,3613.84935710313,"2213.73828850289",0,72.8167552883598,0,0,13.1601542409343,1314.13415907094,219.055470213765
"46","AL","01","COFFEE COUNTY","COFFEE","031","H1","2007",6151.26335692734,24574.9363224282,"18010.5118161532",0,1287.56818173438,0,0,398.786798145505,4878.06952639516,1298
"47","AL","01","COFFEE COUNTY","COFFEE","031","H1","2008",6194.82986210023,28311.8965711686,"21139.4500163674",0,1474.8214863081,0,0,431.267274317824,5266.35779417534,1428.36169618838
"48","AL","01","COFFEE COUNTY","COFFEE","031","H1","2009",6241.62363429702,35922.1810194375,"25570.3339266903",0,2086.744863925,0,0,492.501737365074,7772.6004914571,1490.64418316013
"49","AL","01","COLBERT COUNTY","COLBERT","033","H1","2007",4831.86000621335,17275.2110749873,"11609.528668073",0,370.267165041654,0,0,204.35910632526,5091.0561355474,1104
"50","AL","01","COLBERT COUNTY","COLBERT","033","H1","2009",4675.74901677458,21521.4661042426,"15247.6183119478",0,686.391950762161,0,0,316.245802798153,5271.21003873446,1204.5205345804
"51","AL","01","COLBERT COUNTY","COLBERT","033","H1","2008",4746.85939916684,18644.0880197088,"13040.5379781969",0,334.680948998401,0,0,331.292546283474,4937.57654623011,1158.2933082536
"52","AL","01","CONECUH COUNTY","CONECUH","035","H1","2007",1306.75683714764,4836.16974815154,"3331.93601849858",0,84.3540611812476,0,0,23.4453392574597,1396.43432921425,263
"53","AL","01","CONECUH COUNTY","CONECUH","035","H1","2008",1298.09007036835,5295.59426359901,"3904.46796780196",0,101.192116356678,0,0,15.4314114193896,1274.50276802098,252.063828739126
"54","AL","01","CONECUH COUNTY","CONECUH","035","H1","2009",1286.37523475363,5852.19099066607,"4117.18449066166",0,132.351493509691,0,0,159.913119804924,1442.74188668979,273.118028189741
"55","AL","01","COOSA COUNTY","COOSA","037","H1","2009",1073.9245687091,4731.08658695207,"2230.72118660155",0,66.393769976948,0,0,63.1465143572772,2370.82511601629,250.10808442284
"56","AL","01","COOSA COUNTY","COOSA","037","H1","2008",1092.542753424,3560.72126172571,"1888.81720849439",0,38.8271151506918,0,0,25.8028333370417,1607.27410474358,240.060789275359
"57","AL","01","COOSA COUNTY","COOSA","037","H1","2007",1098.25037520704,2977.97919958756,"1707.31848457166",0,40.6425255820695,0,0,11.5976518227755,1218.42053761106,179
"58","AL","01","COVINGTON COUNTY","COVINGTON","039","H1","2009",3543.22704627063,18298.110899549,"11916.6504170856",0,365.764842143306,0,0,146.186089113102,5869.50955120694,843.364460673816
"59","AL","01","COVINGTON COUNTY","COVINGTON","039","H1","2007",3641.57280500518,15203.0922053461,"9405.92997125902",0,328.087732005891,0,0,214.206508864674,5254.86799321647,890
"60","AL","01","COVINGTON COUNTY","COVINGTON","039","H1","2008",3591.66150654298,15959.8971245765,"10324.0816925038",0,247.416090010198,0,0,128.158093231158,5260.24124883132,850.215295350228
"61","AL","01","CRENSHAW COUNTY","CRENSHAW","041","H1","2009",1143.47820587887,6526.97633653396,"3635.3624346648",0,101.526755072677,0,0,44.2789350019743,2745.80821179451,284.122783904346
"62","AL","01","CRENSHAW COUNTY","CRENSHAW","041","H1","2007",1147.22530776283,5169.2528354771,"3120.58836840253",0,43.741102978705,0,0,29.2231621774472,1975.70020191842,302
"63","AL","01","CRENSHAW COUNTY","CRENSHAW","041","H1","2008",1141.85398114416,5318.97959314739,"3222.50179379999",0,41.9230590842344,0,0,18.9095865752881,2035.64515368788,289.073200419078
"64","AL","01","CULLMAN COUNTY","CULLMAN","043","H1","2007",7670.55320916687,22125.6207788484,"14408.9839913275",0,712.573898581252,0,0,169.914200428711,6834.14868851094,1369
"65","AL","01","CULLMAN COUNTY","CULLMAN","043","H1","2009",7763.07495966694,27883.0892504183,"17924.6730754009",0,1171.85882754192,0,0,277.630805164058,8508.92654231139,1341.57976484411
"66","AL","01","CULLMAN COUNTY","CULLMAN","043","H1","2008",7717.87166037748,24432.0936753786,"15982.9967672511",0,672.080182775,0,0,349.109716483152,7427.90700886935,1355.34320611713
"67","AL","01","DALE COUNTY","DALE","045","H1","2007",6957.57899985439,30517.0811297426,"22429.9797295729",0,1516.46039551816,0,0,442.777063562283,6127.8639410893,1576
"68","AL","01","DALE COUNTY","DALE","045","H1","2009",6940.79222666855,40816.7273941895,"29461.0835705867",0,2286.74736876552,0,0,363.64921023868,8705.2472445986,1820.78685459827
"69","AL","01","DALE COUNTY","DALE","045","H1","2008",6943.54214239561,33490.8122036033,"25356.002947031",0,1473.96817214745,0,0,364.166922448927,6296.67416197593,1756.44477486471
"70","AL","01","DALLAS COUNTY","DALLAS","047","H1","2009",3041.77008075883,16135.9315340038,"9653.07673518498",0,571.884044679502,0,0,157.468202932333,5753.50255120693,843.364460673816
"71","AL","01","DALLAS COUNTY","DALLAS","047","H1","2007",3160.4233735304,12750.8057165309,"7838.95862380469",0,388.360648516892,0,0,202.849891371779,4320.63655283752,834
"72","AL","01","DALLAS COUNTY","DALLAS","047","H1","2008",3102.1556530189,15520.8804851455,"8753.30759468271",0,383.401110503333,0,0,158.825687584505,6225.346092375,824.208709845398
"73","AL","01","DEKALB COUNTY","DE KALB","049","H1","2009",4609.36771010769,18125.8453793162,"11903.7027537364",0,462.793599150313,0,0,162.826055822279,5596.52297060728,971.41979989831
"74","AL","01","DEKALB COUNTY","DE KALB","049","H1","2007",4717.19566161563,14804.5187477896,"9427.10373255286",0,292.621823142336,0,0,172.570578769629,4912.22261332474,975
"75","AL","01","DEKALB COUNTY","DE KALB","049","H1","2008",4659.69757689702,15702.7498371483,"10347.9365155187",0,381.282159448725,0,0,280.057310064851,4693.47385211603,932.236065019309
"76","AL","01","ELMORE COUNTY","ELMORE","051","H1","2009",8629.43615352685,43767.0944973672,"28529.5818876001",0,1728.89418659923,0,0,353.202769287937,13155.4156538799,1840.7955013521
"77","AL","01","ELMORE COUNTY","ELMORE","051","H1","2007",8491.47400691893,32958.5266656932,"20502.6843882889",0,1178.96663492937,0,0,304.03930351125,10972.8363389637,1879
"78","AL","01","ELMORE COUNTY","ELMORE","051","H1","2008",8554.40010733915,37261.0340498711,"24021.0916183423",0,1139.88512779897,0,0,300.328429329773,11799.7288744001,1974.49999178982
"79","AL","01","ESCAMBIA COUNTY","ESCAMBIA","053","H1","2009",3194.90650243748,14403.1144817872,"10074.4810074016",0,295.383335774408,0,0,95.125381280966,3938.12475733018,770.332900022347
"80","AL","01","ESCAMBIA COUNTY","ESCAMBIA","053","H1","2007",3302.30911283698,11644.42369875,"8079.76645799449",0,209.175410823779,0,0,92.7682127303847,3262.71361720136,796
"81","AL","01","ESCAMBIA COUNTY","ESCAMBIA","053","H1","2008",3252.83809632031,13267.6487414319,"9307.26371621694",0,228.887774557975,0,0,160.669729123067,3570.82752153396,761.192752660616
"82","AL","01","ETOWAH COUNTY","ETOWAH","055","H1","2007",9719.03910691155,35892.0116176236,"22441.845008086",0,768.641201247052,0,0,300.490798107041,12381.0346101835,2489
"83","AL","01","ETOWAH COUNTY","ETOWAH","055","H1","2009",9428.69931812499,44751.5649836243,"29118.7761238528",0,993.365068834761,0,0,758.157990683445,13881.2658002533,2415.04366318694
"84","AL","01","ETOWAH COUNTY","ETOWAH","055","H1","2008",9570.6303147342,38609.5803501387,"24899.3631759904",0,664.671422344941,0,0,350.762334574208,12694.7834172292,2413.611185506
"85","AL","01","FAYETTE COUNTY","FAYETTE","057","H1","2009",1414.53936903624,11164.4218973582,"5411.28390453037",0,158.187751879754,0,0,5.60291313725771,5589.3473278108,534.230868327186
"86","AL","01","FAYETTE COUNTY","FAYETTE","057","H1","2007",1455.82839867748,9662.47923480764,"4150.9634087509",0,120.152264496853,0,0,58.1032754953555,5333.26028606453,544
"87","AL","01","FAYETTE COUNTY","FAYETTE","057","H1","2008",1433.49303211436,10513.2225256094,"4929.0325751136",0,101.846324443749,0,0,36.2898983679042,5446.05372768419,570.144374528977
"88","AL","01","FRANKLIN COUNTY","FRANKLIN","059","H1","2009",1845.44225360126,7569.53991896118,"5218.89351781318",0,172.916373376941,0,0,50.2080830731235,2127.52194469794,398.172070401161
"89","AL","01","FRANKLIN COUNTY","FRANKLIN","059","H1","2008",1893.29869646945,6622.11380744913,"4578.60574322844",0,84.7823965523444,0,0,76.2923522147583,1882.43331545359,393.0995424384
"90","AL","01","FRANKLIN COUNTY","FRANKLIN","059","H1","2007",1944.28967215777,6214.33369560389,"4200.61978382118",0,98.9247257955515,0,0,73.9195281622555,1840.8696578249,394
"91","AL","01","GENEVA COUNTY","GENEVA","061","H1","2007",2638.36513608654,12500.2817145648,"8927.13766433945",0,200.601193964734,0,0,126.991087003559,3245.55176925708,856
"92","AL","01","GENEVA COUNTY","GENEVA","061","H1","2009",2587.81350835058,16309.7252561692,"11883.8721176338",0,473.157412603858,0,0,133.703235697994,3818.99249023361,884.382186519162
"93","AL","01","GENEVA COUNTY","GENEVA","061","H1","2008",2611.65067575499,13367.7146856069,"10022.6894359768",0,262.246410647873,0,0,131.614119061018,2951.16471992121,874.221374277764
"94","AL","01","GREENE COUNTY","GREENE","063","H1","2007",599.069251436857,4315.24061397549,"1942.70776467178",0,92.268856035927,0,0,10.0614330232081,2270.20256024457,231
"95","AL","01","GREENE COUNTY","GREENE","063","H1","2009",591.177596480064,4695.86410530275,"2539.53271841173",0,235.529032866347,0,0,22.2665994005832,1898.5357546241,247.106787409766
"96","AL","01","GREENE COUNTY","GREENE","063","H1","2008",598.338598011041,4336.71863561711,"2207.19078892549",0,106.651314835036,0,0,20.5575184617392,2002.31901339484,239.060535986711
"97","AL","01","HALE COUNTY","HALE","065","H1","2009",1026.09002042662,8161.06392053683,"4235.69282459807",0,159.997217171203,0,0,142.525079219539,3622.84879954802,430.185905207285
"98","AL","01","HALE COUNTY","HALE","065","H1","2007",1047.15794394567,6184.01860614967,"3472.74364362117",0,66.4174234731076,0,0,8.10415425318643,2636.75338480221,448
"99","AL","01","HALE COUNTY","HALE","065","H1","2008",1034.4316819327,6762.07529715602,"3866.39830387803",0,100.854481705137,0,0,37.9864846735336,2756.83602689931,465.117779221007
"100","AL","01","HENRY COUNTY","HENRY","067","H1","2009",1835.71240635552,7330.44832749886,"5009.65419208202",0,216.175753097929,0,0,130.226246064539,1974.39213625437,466.201469364174
"101","AL","01","HENRY COUNTY","HENRY","067","H1","2007",1854.41793679433,5983.35224848547,"3980.31171146423",0,137.206222270774,0,0,33.566780827526,1832.26753392294,441
"102","AL","01","HENRY COUNTY","HENRY","067","H1","2008",1840.36437179062,6128.85053634134,"4265.40232225645",0,129.605467052125,0,0,23.1882015254393,1710.65454550733,465.117779221007
"103","AL","01","HOUSTON COUNTY","HOUSTON","069","H1","2007",9171.35974566357,34927.23567521,"23726.2500441766",0,1163.7615574354,0,0,628.191471644441,9409.03260195356,2705
"104","AL","01","HOUSTON COUNTY","HOUSTON","069","H1","2009",9050.42564477508,45083.5322557013,"29865.3528209639",0,2033.13445127955,0,0,807.929925003532,12377.1150584543,2799.20968086042
"105","AL","01","HOUSTON COUNTY","HOUSTON","069","H1","2008",9116.13264382302,38223.0893072417,"26100.7737199862",0,1289.99223685859,0,0,598.09594797552,10234.2274024215,2795.70794176928
"106","AL","01","JACKSON COUNTY","JACKSON","071","H1","2007",4199.68535492811,11174.0165780347,"6636.71350030718",0,204.982547384298,0,0,140.414998935716,4191.90553140749,749
"107","AL","01","JACKSON COUNTY","JACKSON","071","H1","2008",4135.05130542799,11450.2185715994,"6816.05379870425",0,181.631048019839,0,0,119.789633265071,4332.74409161029,753.190726351437
"108","AL","01","JACKSON COUNTY","JACKSON","071","H1","2009",4080.45960702196,13133.407516449,"7739.99183434745",0,285.536539911389,0,0,287.968516925631,4819.91062526448,744.321659242372
"109","AL","01","JEFFERSON COUNTY","JEFFERSON","073","H1","2009",50297.4867143734,275397.25067923,"122425.002431387",7428.49568,7539.91541385366,0,3777.33676,3643.084459279,130583.415934711,14109.0972584612
"110","AL","01","JEFFERSON COUNTY","JEFFERSON","073","H1","2008",51595.1835693689,239985.534967566,"106662.503008017",5837.49443,4825.89961632669,0,2875.93891,3505.51261109786,116278.186392125,15837.0103191531
"111","AL","01","JEFFERSON COUNTY","JEFFERSON","073","H1","2007",52954.0025666907,217635.307124607,"93699.6284274816",8115.83171,4853.28656186071,0,1219.11094,4160.82061463967,105586.628870625,15423
"112","AL","01","LAMAR COUNTY","LAMAR","075","H1","2008",1374.09922420165,5562.91824543431,"3297.93218376387",0,58.7924526156782,0,0,100.703402810646,2105.49020624411,454.114993045887
"113","AL","01","LAMAR COUNTY","LAMAR","075","H1","2009",1360.86004651732,6653.91482603569,"3794.83087217502",0,102.427549395426,0,0,129.439400276571,2627.21700418867,440.190228584198
"114","AL","01","LAMAR COUNTY","LAMAR","075","H1","2007",1383.97403967507,5095.23258277627,"2984.9138789028",0,58.1937892165186,0,0,44.790379374886,2007.33453528206,455
"115","AL","01","LAUDERDALE COUNTY","LAUDERDALE","077","H1","2009",7318.00788593303,28070.9548004571,"18856.5466706151",0,885.156354533485,0,0,836.59449145719,7492.65728385126,1646.71162783998
"116","AL","01","LAUDERDALE COUNTY","LAUDERDALE","077","H1","2008",7459.48690228582,24432.1229397908,"16399.2426884987",0,678.345994386393,0,0,542.599569941437,6811.93468696426,1596.40424868113
"117","AL","01","LAUDERDALE COUNTY","LAUDERDALE","077","H1","2007",7606.0583576733,21875.1244304553,"14330.6409420663",0,653.224120418747,0,0,445.822497315331,6445.4368706549,1607
"118","AL","01","LAWRENCE COUNTY","LAWRENCE","079","H1","2009",2231.92318380779,8382.30674205933,"5675.1173804332",0,215.588557871171,0,0,72.8843177100252,2418.71648604493,444.191957934964
"119","AL","01","LAWRENCE COUNTY","LAWRENCE","079","H1","2007",2242.42412328973,6464.89122068821,"4231.58890013401",0,137.414521636657,0,0,55.9689715121024,2039.91882740544,421
"120","AL","01","LAWRENCE COUNTY","LAWRENCE","079","H1","2008",2235.62447797399,7817.7850976035,"5028.881444814",0,168.507740255362,0,0,59.9327919123735,2560.46312062177,432.109420695645
"121","AL","01","LEE COUNTY","LEE","081","H1","2008",10317.8081283783,46573.2641514005,"28680.5742878849",0,2325.43774697652,0,0,715.108053752677,14852.1440627864,2199.55698173547
"122","AL","01","LEE COUNTY","LEE","081","H1","2009",10338.8687358545,53186.6094316974,"32737.4700817809",0,3783.31707961016,0,0,638.123285650405,16027.6989846559,2208.95460162252
"123","AL","01","LEE COUNTY","LEE","081","H1","2007",10315.4240430997,40599.7208397923,"24606.0756544079",0,2588.61613730527,0,0,606.629400615878,12798.3996474632,2105
"124","AL","01","LIMESTONE COUNTY","LIMESTONE","083","H1","2008",6491.25516921865,19574.9760194443,"13279.9468313587",0,917.406130715205,0,0,295.012430868346,5082.61062650208,1101.27887080071
"125","AL","01","LIMESTONE COUNTY","LIMESTONE","083","H1","2009",6469.82696234584,24153.7401091929,"16134.6386171501",0,1554.87439535333,0,0,184.122237909803,6280.10485877966,1161.50194405967
"126","AL","01","LIMESTONE COUNTY","LIMESTONE","083","H1","2007",6494.27081643433,17118.4540996837,"10969.6546232878",0,858.780351124747,0,0,297.081312503054,4992.93781276809,1007
"127","AL","01","LOWNDES COUNTY","LOWNDES","085","H1","2007",734.563720570576,3099.46376592227,"1866.76591933595",0,61.1319459609483,0,0,23.1222932468736,1148.4436073785,191
"128","AL","01","LOWNDES COUNTY","LOWNDES","085","H1","2008",721.556576373821,4058.28378244662,"2002.33678515316",0,47.8481919460353,0,0,106.901699448047,1901.19710589937,232.05876296618
"129","AL","01","LOWNDES COUNTY","LOWNDES","085","H1","2009",713.870774262196,4439.56329926807,"2291.95866777714",0,95.187732686326,0,0,23.6800353180724,2028.73686348653,223.096411305173
"130","AL","01","MACON COUNTY","MACON","087","H1","2009",1657.76428346145,26411.6997426378,"8956.45861639237",0,446.555174201146,0,814.23337,200.169382110544,15994.2831999338,948.409856131409
"131","AL","01","MACON COUNTY","MACON","087","H1","2007",1749.85141276298,22991.0877753066,"7115.37782551696",0,317.631044654139,0,0,115.888505692363,15442.1903994431,1453
"132","AL","01","MACON COUNTY","MACON","087","H1","2008",1694.42591836751,23789.0133383994,"8178.5163646052",0,305.60070073538,0,717.70426,100.69445095826,14486.4975621006,1392.35257779708
"133","AL","01","MADISON COUNTY","MADISON","089","H1","2008",32283.9762661924,96030.1946912117,"67776.7037756742",0,5537.74378966784,0,0,2110.68758190922,20605.0595439604,5469.38498232359
"134","AL","01","MADISON COUNTY","MADISON","089","H1","2009",32039.766994265,116748.799293496,"81993.2213636455",0,8396.44356727785,0,0,2871.05623702777,23488.0781255451,5789.5019382199
"135","AL","01","MADISON COUNTY","MADISON","089","H1","2007",32525.5386055586,83228.3890833785,"58307.098253302",0,5310.67158508959,0,0,2133.69289621759,17476.9263487693,5093
"136","AL","01","MARENGO COUNTY","MARENGO","091","H1","2007",1635.41495379537,10008.5881224445,"5735.07541572224",0,139.981596303084,0,0,71.2631498213369,4062.26796059781,651
"137","AL","01","MARENGO COUNTY","MARENGO","091","H1","2009",1597.34871020356,12258.6319791291,"7245.54726571859",0,251.98533964398,0,0,482.967890686817,4278.13148307975,610.263725991729
"138","AL","01","MARENGO COUNTY","MARENGO","091","H1","2008",1616.21616963265,10828.2002269092,"6236.40515219077",0,183.088863993753,0,0,54.0442854417845,4354.66192528294,598.151466611102
"139","AL","01","MARION COUNTY","MARION","093","H1","2007",2462.3213674073,8523.23988588017,"4812.08832056815",0,164.766070294893,0,0,38.1494335225896,3508.23606149454,646
"140","AL","01","MARION COUNTY","MARION","093","H1","2009",2396.18949421835,9700.22360060629,"5689.94913955376",0,236.514694200801,0,0,15.2962474845025,3758.46351936723,602.260267290199
"141","AL","01","MARION COUNTY","MARION","093","H1","2008",2434.47002162967,9235.04390632775,"5198.46708265925",0,93.6909336503783,0,0,88.3241524981861,3854.56173751993,639.161851445642
"142","AL","01","MARSHALL COUNTY","MARSHALL","095","H1","2009",6522.2956897032,25755.004099212,"17532.222274952",0,778.066715836803,0,0,266.290686575913,7178.42442184732,1340.57933250642
"143","AL","01","MARSHALL COUNTY","MARSHALL","095","H1","2008",6704.850202754,24029.0148422745,"15544.0757506212",0,462.565385188473,0,0,486.477092942966,7535.89661352186,1325.33560745771
"144","AL","01","MARSHALL COUNTY","MARSHALL","095","H1","2007",6874.50886980971,21128.8997287467,"14085.1779114407",0,523.629144937573,0,0,395.042264821559,6125.0504075469,1309
"145","AL","01","MOBILE COUNTY","MOBILE","097","H1","2008",36001.1468292168,121304.008936364,"73854.0127415418",0,4252.42182765942,0,11.03363,1870.05335860054,41316.4873785624,8034.03441441533
"146","AL","01","MOBILE COUNTY","MOBILE","097","H1","2009",35450.764227516,138929.303835222,"84050.3060952404",0,5919.11018528328,0,22.39659,2552.19383277675,46385.2971319217,8131.51404075537
"147","AL","01","MOBILE COUNTY","MOBILE","097","H1","2007",36319.6144089599,104026.303973689,"65066.4023573849",4.3,4045.19867,0,6.23589,1877.43239771476,33026.7346585891,7707
"148","AL","01","MONROE COUNTY","MONROE","099","H1","2009",1932.04492858661,6827.16350669361,"4709.73173481634",0,204.279519300593,0,0,14.8551264413557,1898.29712613533,358.154776893507
